PID,25845,25809,25773,25737,25692,24384,24339,24303,24267,24222,24186,24150,22079,22043,21800,21764,21728,17693,17666
8157.0,41.48,36.63,47.26,44.14,52.47,45.21,46.15,46.07,,,45.45,48.78,,,40.04,46.61,44.27,44.76,41.72
16233.0,41.48,36.63,47.26,44.14,52.47,45.21,46.15,46.07,51.32,,45.45,48.78,,,40.04,46.61,44.27,44.76,
13181.0,54.01,58.52,57.77,53.46,57.24,49.46,,46.91,50.4,,57.58,,,60.83,43.15,40.74,47.97,45.35,47.44
21889.0,43.38,,,39.16,43.45,42.72,,,,,,,,,,,,,
21888.0,43.38,,52.54,39.16,43.45,42.72,,,,,,,,,,,,,
10225.0,61.32,49.71,,56.06,58.34,,57.11,50.23,56.03,,,,50.29,49.12,47.91,50.86,,55.68,52.14
16676.0,61.32,49.71,47.89,56.06,58.34,59.09,57.11,50.23,56.03,,,,50.29,49.12,47.91,50.86,,55.68,52.14
13385.0,50.32,59.09,,52.39,,,,57.15,,,,,,54.82,50.47,,,,
13387.0,50.32,59.09,,52.39,58.45,,,57.15,,,,,,54.82,50.47,,,,50.01
9042.0,50.04,50.82,,,,,55.7,59.65,53.47,,53.85,,,47.58,63.21,45.3,61.03,56.43,49.4
3855.0,59.1,,,,,,,,,,,,,,50.96,,55.16,52.7,55.14
14465.0,59.1,48.68,,,,,,,,,,,,,50.96,49.63,55.16,52.7,55.14
14475.0,34.76,43.48,,,,,,,,,,,,,42.26,39.06,45.07,43.7,38.36
19656.0,34.76,,,,,,,,,,,,,,,,,,
15269.0,54.19,45.23,,,,,,,,,,,,,42.26,49.63,,,
9455.0,44.34,,44.05,,49.96,,45.31,45.79,44.84,49.25,50.03,,,40.57,42.04,46.02,45.9,52.02,
18224.0,44.34,,44.05,,49.96,,45.31,45.79,,49.25,50.03,,,,,,,52.02,
14466.0,43.81,36.8,45.63,49.52,,,54.78,42.74,49.98,,52.77,,,49.24,47.69,46.02,59.6,,54.55
17157.0,43.81,36.8,45.63,49.52,56.09,,54.78,42.74,49.98,53.09,52.77,,,,47.69,46.02,59.6,,54.55
18225.0,62.13,54.78,,45.49,,,49.94,48.5,,50.34,,,,,,,,47.43,
17493.0,45.84,53.97,59.6,57.84,58.25,,70.23,57.13,46.92,47.31,,,,51.41,,,,53.96,54.11
20123.0,53.85,,50.69,52.79,41.68,,51.97,41.63,,39.22,,,,,36.52,45.12,,45.92,46.16
20116.0,53.85,52.31,50.69,52.79,41.68,,51.97,41.63,54.45,52.11,51.11,,,56.02,36.52,45.12,42.88,46.56,47.1
21815.0,38.49,39.61,44.78,39.15,45.02,,,44.62,,44.45,46.75,,,41.56,,,41.54,45.12,39.49
21816.0,38.49,39.61,44.78,39.15,45.02,,,44.62,,44.45,46.75,,,41.56,,,41.54,45.12,39.49
20201.0,50.16,,,51.72,40.36,,37.85,43.67,,42.73,,,,59.09,,48.3,57.83,56.06,
10465.0,50.16,,,,,,,,,,,,,,49.92,,50.13,52.76,
21677.0,49.73,43.75,,,51.04,,,52.37,48.49,55.27,55.18,,,59.39,48.37,53.69,48.69,49.13,58.77
21658.0,49.73,43.75,,,51.04,,,52.37,48.49,,55.18,,,59.39,55.19,51.99,43.48,52.96,52.57
18259.0,58.18,53.18,,,,,,,,,,,,,,,,,
12860.0,58.18,53.18,,,,,,,,,,,,,,,,,
3800.0,51.22,57.33,57.1,,53.95,44.53,,54.94,47.64,,47.81,,,55.0,51.45,53.06,,,
16231.0,45.73,57.88,49.44,50.11,54.98,56.31,46.16,,37.36,49.2,,,,,40.96,51.95,,,56.45
18255.0,45.73,57.88,,,54.98,,,,,,,,,,40.96,51.95,,,
18963.0,53.73,53.1,,58.13,58.44,59.09,43.72,51.37,54.13,55.72,46.16,,,,46.81,49.57,,,
18965.0,53.73,53.1,,58.13,58.44,59.09,43.72,51.37,54.13,55.72,46.16,,,54.9,46.81,,,,
16881.0,47.58,42.81,32.88,56.83,,43.37,46.7,,37.36,,52.41,,,,52.42,36.47,,,
18080.0,54.07,36.3,56.94,48.86,,50.98,52.19,,,,,,,,52.94,49.86,,,
4013.0,54.07,36.3,52.34,50.11,53.7,49.65,44.96,52.83,,54.38,49.46,,,41.17,45.22,,,,
12278.0,44.15,,46.03,,49.47,,49.94,,56.62,,,,55.21,,,50.27,,50.43,40.34
16323.0,44.15,35.27,49.84,,49.33,,41.42,52.43,39.16,,,,,,,49.87,,,
21972.0,40.72,43.8,,,,,,,44.3,,,,,,,,,,
21971.0,40.72,43.8,,,,,,,44.3,,,,,,,,,,
18943.0,50.52,56.68,,50.79,45.73,,,62.76,,,,,,,45.57,48.51,,,47.41
8250.0,41.55,49.19,50.39,45.63,43.87,,41.42,52.43,46.36,,,,,,49.38,50.27,,50.43,51.65
18065.0,41.55,49.19,50.39,45.63,43.87,,,,,,,,,,,44.38,,,
16336.0,53.93,42.6,42.31,51.86,47.73,,41.94,40.21,50.04,,,,52.13,,49.38,44.46,44.48,42.81,57.91
15399.0,45.71,53.78,53.8,,,,51.72,50.75,56.76,,,,,,,33.57,45.43,43.96,51.31
12002.0,45.71,53.78,53.8,44.7,,,51.72,50.75,56.76,,,,,,,33.57,45.43,43.96,51.31
7910.0,48.77,47.63,51.55,49.15,48.62,31.84,,,,,,,,,,,,,
19092.0,36.69,34.48,39.46,,,,,,,,,,,,,,,,
19714.0,45.43,43.83,45.77,37.11,39.46,31.84,42.67,42.49,,,,,,,48.99,,,,
13082.0,45.43,43.83,39.46,42.8,45.55,,46.76,40.55,,38.8,51.47,39.61,49.74,50.5,41.25,,38.58,44.72,40.66
18993.0,38.22,51.06,49.29,46.65,41.73,49.37,47.81,55.45,51.91,45.51,56.8,49.34,,,55.76,,50.89,51.05,52.59
18488.0,41.28,,47.76,50.26,45.67,44.45,,41.91,,45.37,,,,,39.81,46.56,48.51,43.14,43.74
5010.0,41.28,,47.76,50.26,45.67,44.45,,41.91,,,,,,43.14,37.39,49.68,45.16,50.15,51.32
7882.0,62.71,54.46,,56.05,52.23,46.15,,54.09,51.21,55.23,47.53,58.83,,,49.18,,46.02,51.14,47.66
5123.0,56.43,67.3,54.9,52.08,47.87,57.09,50.04,48.67,,49.1,39.81,,,56.11,51.78,60.26,53.98,57.27,
2320.0,49.93,49.38,45.61,42.58,62.71,,,,,49.1,39.81,,,41.51,49.9,,,,
1928.0,57.95,,,,58.64,,,51.01,,,,,,,,,56.72,,
13730.0,57.95,,,,,61.2,56.56,,53.65,51.92,,,,,,,,,
9356.0,59.19,41.81,51.13,,36.22,55.54,,55.84,,,,,,,,,,,
12345.0,49.31,39.88,47.68,48.29,52.35,39.27,42.95,50.53,46.38,,,,,,,,46.83,45.19,47.53
19152.0,49.31,39.88,37.35,41.99,45.63,37.92,39.98,,,,,,,,,,38.69,,
15226.0,38.08,44.63,,44.24,43.8,43.82,44.52,50.8,,49.85,,,,,,,50.46,44.67,50.83
2196.0,38.08,46.36,,44.24,,39.36,44.52,40.3,45.36,44.62,,,,,,,,,45.08
5217.0,53.04,57.46,47.58,51.58,46.09,47.32,41.36,44.58,46.13,55.37,,,51.36,,45.11,,51.44,,
18409.0,54.44,59.49,62.67,57.46,54.13,,53.33,50.78,50.99,,,,,,48.44,49.0,56.64,45.64,
11401.0,54.44,59.49,62.67,57.46,54.13,56.76,53.33,50.78,,,,,,,53.37,49.79,52.35,55.1,
15688.0,48.33,52.36,43.34,56.12,36.38,48.0,40.85,44.61,52.77,46.71,47.23,,44.98,48.37,46.02,46.94,,49.85,52.0
5325.0,48.33,51.25,,45.04,52.08,,,,,,,,,,41.32,45.24,,,
9001.0,46.17,51.54,49.13,,58.39,50.5,59.14,49.4,53.99,64.27,,44.39,55.54,60.96,,54.72,55.91,46.06,47.88
16413.0,50.35,47.23,,43.4,44.51,55.03,,50.48,54.42,,,,,,,44.38,43.25,44.23,48.46
16369.0,54.6,53.34,,54.06,47.31,44.39,,47.64,47.35,,,,,,,53.88,49.93,56.2,54.25
18893.0,56.51,49.66,,54.12,56.26,46.89,,58.53,49.05,,,,,,,53.44,50.39,56.49,42.5
19025.0,43.15,,38.18,,55.83,51.78,49.84,46.03,47.85,46.32,46.96,,,,44.9,54.52,50.0,54.62,44.53
5662.0,43.15,,38.18,44.51,55.83,51.78,49.84,46.03,47.85,46.32,46.96,,,,,54.52,50.0,54.62,44.53
11940.0,55.89,54.8,49.84,46.24,58.74,,45.82,52.16,50.2,,54.4,,,56.35,51.41,48.6,59.67,52.38,
9384.0,29.13,43.95,,48.4,38.37,,,39.99,36.44,39.78,,,,,,,,,38.62
20005.0,48.99,,,,,,,,,,,,,,52.3,,,,46.13
17233.0,48.99,,,,44.05,61.54,45.62,,45.6,,,,41.86,49.34,,,,,
17738.0,61.81,,44.45,,,,48.41,,47.51,51.19,,53.28,50.28,,57.76,62.33,51.61,,50.96
18785.0,61.81,,53.39,,47.0,51.25,,59.53,,,,,,,52.85,,,,
21134.0,40.15,37.89,42.19,50.21,41.77,45.92,46.37,44.98,55.12,48.41,44.16,,43.53,,38.18,43.11,48.34,48.79,
13711.0,46.92,39.04,39.79,,50.72,,49.6,,,56.51,,,,,,,,47.57,41.9
16366.0,46.92,,,,,,,43.9,,,,,,,,,52.61,,
17951.0,57.46,,43.78,,,,,,,,,,,,51.62,42.86,42.19,48.01,51.75
18801.0,67.03,63.33,47.94,49.82,56.71,49.41,45.62,55.39,52.74,49.53,,,47.72,,,47.23,59.39,47.52,59.29
19705.0,67.03,63.33,47.94,,66.89,,57.77,55.39,66.72,57.6,55.32,62.32,55.86,,51.93,53.6,59.42,57.74,53.64
15871.0,45.65,,49.08,,,,,41.98,48.21,,44.03,42.01,47.9,,43.59,50.71,52.34,47.69,
18756.0,45.65,53.34,,,39.02,,40.52,45.58,47.41,,44.03,,47.9,56.03,43.59,50.71,52.34,47.69,46.77
10426.0,59.65,46.64,,56.63,,61.54,,,,57.6,57.75,,,,,53.6,59.42,,47.61
19102.0,59.65,,,,,,,,,,,,,,56.17,,54.33,38.03,
18821.0,53.58,47.08,,,,,,,,,,,,,58.44,50.72,56.85,61.69,63.54
18843.0,53.58,47.08,,,,,,,,,,,,,58.44,50.72,,,
20167.0,49.65,,,,,,,,,,,,,,,,,,
19375.0,56.49,53.9,49.37,49.82,,,,50.91,,39.36,,,,57.51,,51.34,50.27,49.44,45.59
22070.0,56.49,53.9,,,,,,,,,,,,,,,,,
20195.0,49.51,,,,,36.03,,48.39,,,,,,,,,,,
20194.0,49.51,,,,,36.03,,48.39,,,,,,,,,,,
20232.0,37.1,,,,,,,,,,,,,,,,,,
20233.0,37.1,,,,,,,,,,,,,,,,,,
17854.0,50.59,54.14,51.71,61.99,54.4,51.12,54.02,60.16,58.36,56.97,52.48,46.54,53.13,54.37,59.73,60.59,55.17,61.43,65.35
19071.0,50.59,54.14,,,,,,,,,,,,,52.35,48.01,45.05,47.42,48.98
18319.0,53.01,52.53,54.4,,,57.97,56.16,70.09,53.67,61.62,60.39,65.1,53.37,,58.2,58.17,55.54,61.09,52.32
10340.0,53.01,,54.4,,,53.84,,,53.67,,55.59,,46.98,,52.62,53.56,55.08,58.54,61.65
18860.0,53.86,,,,,,,,,,,,,,,,,,
18996.0,53.86,56.31,,,,,,,,,,,,,,,,,
6194.0,43.52,,,,,,,,,,,,62.26,,,,,,
20615.0,40.75,36.47,,,,,34.47,35.21,36.79,38.21,42.14,,,,34.8,,,37.03,37.9
20617.0,40.75,36.47,,,,,34.47,35.21,36.79,38.21,42.14,,,,34.8,,,37.03,
16439.0,52.83,49.32,47.37,,51.27,45.88,51.19,53.47,,,62.44,,,,,57.1,46.31,,
17509.0,61.43,46.16,54.15,49.79,53.01,46.0,48.88,,,38.86,50.54,,39.24,42.44,51.73,44.1,57.78,58.67,
19765.0,44.05,48.36,,,43.69,,53.11,46.69,40.12,,,,,,38.51,47.91,44.81,36.9,42.63
14534.0,50.69,73.21,50.36,57.33,48.69,,56.66,57.57,,67.67,54.87,,48.34,63.16,61.44,54.74,53.09,,54.28
15825.0,50.69,73.21,50.36,57.33,48.69,,56.66,57.57,,67.67,54.87,,48.34,63.16,61.44,54.74,53.09,,
15156.0,57.74,58.15,59.3,,54.54,,51.54,52.48,49.39,,44.92,,50.89,52.78,52.67,58.91,49.16,61.14,57.25
13463.0,57.74,58.15,59.3,,56.12,60.23,51.54,52.48,49.39,,,,50.89,52.78,52.67,58.91,49.16,61.14,57.25
17453.0,56.23,60.76,,,48.25,,58.01,51.11,,,,,53.85,60.88,,,50.3,55.91,
20890.0,56.23,,,,48.25,,58.01,51.11,,,,,53.85,,,56.33,55.45,55.79,
17674.0,47.96,,,,47.93,42.11,40.39,,,,,,,,,,,,
19518.0,53.59,54.19,53.42,,,55.4,58.54,55.35,,,,,,,,,,,
20898.0,53.59,54.19,53.42,,,,,,,,44.92,,,,,,,,
15350.0,56.33,47.49,49.35,,,,,52.09,48.98,,,,45.23,51.53,48.56,,,,
12651.0,56.33,47.49,49.35,,,,39.08,52.09,48.98,,,,45.23,51.53,48.56,,,,
9231.0,51.25,54.45,51.97,52.31,51.33,,,,,,,,,,,,,,
18250.0,47.42,42.7,57.81,51.16,51.02,47.64,55.35,66.54,60.4,,,,,49.39,48.11,54.87,,,50.69
9179.0,49.57,,48.78,49.02,52.18,51.2,47.68,45.59,50.26,,,,,,58.28,47.46,55.52,45.35,48.6
7187.0,49.57,52.9,48.78,49.02,52.18,,,50.42,50.26,,,,,,51.48,47.46,55.52,51.83,52.22
18243.0,42.8,40.43,38.66,39.67,52.86,40.16,47.75,45.97,,45.84,46.97,,,,,,,,
17594.0,42.8,40.43,38.66,39.67,52.86,,,,,,,,,,,,,,
17712.0,55.88,40.91,52.31,,,,51.9,46.4,,,49.37,,,,,,,,
17273.0,55.88,40.91,52.31,51.59,46.42,,51.9,46.4,,,49.37,,,,,,,,
13749.0,62.19,59.13,52.4,39.61,56.56,51.31,50.74,48.92,,51.07,61.55,,,,,,,,
17735.0,62.19,59.13,52.4,39.61,,51.31,50.74,,,41.26,45.17,,,,,,,,
16751.0,49.03,,,39.83,,,,,,,,,,,,,,,
20399.0,51.71,55.35,61.94,,,,,,47.52,,,,,,,,,,
14660.0,51.71,55.35,61.94,,,48.07,50.9,,43.81,,,,,,,,,,54.25
10315.0,47.36,43.24,38.83,44.1,46.34,45.6,36.05,50.31,44.6,,,,,,44.35,34.62,41.02,39.3,40.76
20951.0,47.36,43.24,38.83,44.1,46.34,44.64,51.89,54.86,42.68,,,,,,,,,,
10136.0,57.82,52.42,41.34,50.37,52.63,48.07,,,,,,,,,,,,,
14358.0,44.47,,,,,,,,,,,,,,,,,,
19449.0,44.47,,,,,,,,,,,,,,,,,,
19980.0,52.41,,,,,,,,,,50.91,,,,46.41,40.67,36.4,39.8,40.11
16528.0,52.41,,50.13,,,,,,45.44,,50.91,59.75,,,,,,,
1001.0,53.33,,37.75,,36.36,37.72,43.65,48.1,45.16,43.21,,47.79,,,,,,,
1072.0,51.37,59.97,42.67,49.78,59.53,53.02,51.89,46.6,53.33,54.97,61.08,,,,60.67,52.43,52.66,63.09,47.7
1108.0,38.23,,46.86,41.9,43.48,46.44,42.64,48.15,47.27,,50.58,,,,,,47.93,42.01,
1157.0,38.23,,46.86,41.9,43.48,46.44,42.64,48.15,47.27,,,,,,,,47.93,42.01,
20817.0,50.38,,50.13,,,,,,,,,44.23,,,49.2,49.19,,,
19388.0,44.91,48.3,41.95,,,,48.7,,,,,,,,,,,,
14282.0,36.57,52.55,45.74,,47.08,53.67,48.63,57.19,,,,,,,50.19,61.41,42.09,62.47,50.3
17810.0,36.57,52.55,45.74,,47.08,53.67,48.63,,,,,,,,50.19,61.41,42.09,62.47,50.3
13580.0,42.12,46.12,52.66,,53.67,,44.12,45.43,,,,,,,,54.2,41.8,,44.11
20067.0,53.79,39.48,43.27,48.53,,45.57,45.85,,,,,,,,,,,,
13841.0,60.37,43.58,51.26,,,49.41,51.79,52.13,55.36,50.73,48.34,46.81,,,,,,,
4780.0,57.59,63.56,51.11,47.47,,,50.57,58.16,,52.27,55.55,,45.79,50.73,52.86,,50.15,50.86,
4806.0,51.13,46.74,64.16,,,51.61,52.65,43.45,42.12,,48.64,47.13,45.79,,43.72,43.55,51.04,,
12771.0,52.43,,47.21,,,,,,,,,,,,,49.87,,,
12772.0,52.43,,47.21,,,,,,,,,,,,,49.87,,,
20168.0,51.73,49.32,49.15,,,,,,,,,,,,54.61,52.51,,,
17383.0,42.83,57.31,57.4,,,,,,,,,,,,,60.28,49.2,,
17607.0,44.21,,,,,,,,,,,,,,37.64,,52.6,,
13422.0,44.21,,28.44,,,,,,,,,,,,36.66,,,,
1512.0,43.29,,48.01,,42.93,49.17,48.92,50.84,50.41,49.52,42.04,,37.51,,47.32,52.06,55.88,46.17,47.73
4304.0,50.38,35.56,53.32,,,51.9,49.11,45.39,51.31,43.59,,,51.26,41.98,51.73,55.53,48.97,,
4456.0,50.38,,53.32,,,51.9,49.11,45.39,51.31,43.59,,,51.26,41.98,51.73,45.37,48.97,54.77,42.11
3656.0,46.44,50.63,57.17,42.8,41.16,54.07,43.98,55.98,53.08,44.93,54.2,42.3,,,51.4,52.87,55.22,52.18,48.59
1363.0,46.44,50.63,57.17,42.8,41.16,54.07,,,,,,,,,51.4,52.87,55.22,,
1333.0,50.66,39.43,50.29,52.02,45.6,45.74,48.99,42.85,44.92,44.39,34.43,42.11,,,42.11,56.11,37.47,46.96,46.83
1364.0,50.66,39.43,50.29,52.02,45.6,45.74,48.99,42.85,44.92,44.39,34.43,42.11,,,42.11,56.11,37.47,46.96,46.83
4808.0,57.48,50.34,54.41,57.77,58.21,54.02,55.38,55.44,67.18,58.46,61.22,52.46,,,55.04,55.7,56.78,60.02,53.16
4358.0,57.48,56.96,54.41,39.34,45.54,51.94,,,,,,,,,,,,,
4250.0,50.23,60.15,,,58.51,,,66.9,57.0,,,,,63.69,54.48,54.4,61.68,52.72,44.45
1010.0,41.1,36.57,,,,,,34.04,41.57,,,,,41.32,49.69,52.44,50.26,46.69,36.12
1218.0,41.1,,,,41.08,,,53.73,45.23,,,,,39.7,41.76,39.64,,41.91,46.62
8808.0,37.55,,,,36.25,,,45.31,39.29,,,,,49.58,44.54,40.37,42.59,32.96,48.62
4608.0,37.55,,,,36.25,,,44.08,,,,,,48.96,48.99,46.09,38.17,35.19,45.21
1163.0,45.06,48.45,,,52.57,,,48.67,59.36,,,,,40.53,49.11,48.49,39.77,,53.49
14407.0,45.06,48.45,,,52.57,,,48.67,46.21,,,,,,,,,,
4438.0,40.41,,,,,43.96,,,,,,,,45.8,46.71,45.92,52.2,53.57,46.31
4152.0,40.41,,,,,,,,,,,,,48.01,,45.92,52.2,53.57,46.31
14401.0,62.33,,,39.34,45.54,51.94,,,,,,,,,44.65,44.79,54.54,58.44,57.66
8389.0,51.72,54.57,,,,54.45,,,,,49.19,,,,,,,,
4750.0,52.19,53.44,,,,47.38,,,,,,,,,48.52,,,,
4767.0,52.19,53.44,,,,47.38,,,,,,,,,48.52,,,,
5304.0,50.2,52.84,46.46,49.76,,50.74,45.4,53.63,44.62,55.61,,52.35,,46.43,55.84,57.03,,47.61,48.74
4992.0,50.2,52.84,46.46,49.76,50.37,50.74,45.4,53.63,44.62,55.61,,52.35,,46.43,55.84,57.03,,47.61,48.74
7656.0,48.71,51.33,53.71,44.13,50.49,52.39,57.31,57.97,,,45.69,,,,,52.42,56.55,54.92,33.28
12872.0,48.71,47.48,50.32,,51.2,47.9,49.99,,,,,,,,,,44.13,47.97,
21588.0,54.64,47.97,,,39.08,40.93,39.27,48.56,,,46.6,,,,45.44,49.6,50.09,44.38,43.88
10413.0,54.64,,,,39.08,44.73,39.27,,,,,,49.22,,52.07,,,53.79,
20010.0,58.49,43.37,,,,,50.95,50.21,,,,42.2,37.65,50.55,40.28,50.56,,48.32,46.79
20915.0,47.54,,,,,,,,,,,,,,,,,,
17686.0,50.51,,37.35,52.88,34.12,,,,,,,43.99,,,38.78,46.75,,43.99,
19840.0,50.3,,,,,,,,,,,,,,,,,,
14724.0,41.55,50.62,45.4,51.39,,51.51,41.96,49.52,50.26,,,,,,48.26,,,45.46,47.95
20079.0,49.22,,37.38,42.27,,32.66,44.65,35.85,42.46,,,,,43.39,,,,,
15655.0,45.21,,,,,52.68,56.29,,,,,,36.68,,,,,,
15656.0,45.21,,,,,,,,,,,,,,,49.9,,,45.05
17254.0,56.83,,55.53,55.14,59.63,48.54,55.62,,,,,,,,48.28,47.81,,,51.54
17983.0,53.52,53.77,41.5,49.71,49.12,48.12,58.77,,,52.37,,,45.74,59.7,56.83,54.97,47.39,54.85,51.33
15313.0,53.52,53.77,41.5,49.71,49.12,48.12,58.77,,47.24,,,,,,56.83,54.97,47.39,54.85,51.33
17741.0,45.22,,52.55,47.29,50.54,,44.66,55.75,,,,,,,50.53,41.92,53.11,45.65,51.5
15043.0,45.22,36.11,52.55,35.68,,,,40.65,,,,38.09,,,50.21,40.8,50.84,46.93,45.02
20038.0,62.53,50.43,51.35,39.91,44.54,42.24,,54.4,48.91,45.71,42.54,,,43.61,38.16,,,42.46,
21181.0,62.53,50.43,51.35,,44.54,42.24,,54.4,,,,,,,,,,,
18645.0,43.45,55.15,53.03,,52.87,57.44,42.92,,45.32,,,,,56.38,,45.76,,,
18642.0,43.45,55.15,,54.05,,,55.5,,,,,,,,,,,,
7736.0,45.49,49.54,54.04,,43.93,,47.16,,55.96,50.65,49.0,,,,,,,59.92,
15325.0,53.33,55.21,,53.79,44.95,,,,,,45.64,,39.03,43.3,44.85,49.78,54.76,46.4,48.86
6021.0,53.33,55.21,37.18,50.22,41.12,,53.32,,,46.07,35.79,,39.03,47.36,52.62,46.99,,42.35,41.38
10385.0,52.09,,40.48,,,45.81,52.13,,58.39,53.22,58.66,,54.27,,,,,45.03,51.29
8833.0,52.97,,,,,,,,57.63,,,,,,,,,54.57,
9427.0,52.97,,,,,,,,,,,,,,,,,54.57,
18882.0,40.4,51.16,45.68,,,,52.32,,46.76,45.77,46.04,,51.2,,,,,,58.03
18881.0,40.4,,45.68,,,,,,,,,,,,,,,,46.72
21525.0,48.74,53.84,39.08,47.53,33.94,50.66,41.69,42.01,48.78,,,,,,42.48,47.47,42.86,,42.05
18878.0,48.74,53.84,39.08,47.53,,50.66,41.69,42.01,48.78,,,,43.96,,,,,50.62,39.23
6111.0,49.58,46.24,44.65,51.32,,,,,,,,,53.29,,,,,,49.9
9389.0,43.45,42.8,,50.2,50.84,,,,,,,,52.24,46.96,,,38.68,48.1,45.05
10896.0,43.45,42.8,,50.2,50.84,,,,,,,,52.24,46.96,37.83,46.46,38.68,48.1,
10098.0,51.03,44.46,42.51,54.59,45.29,,,,,,,,41.66,54.08,49.51,53.42,52.44,42.68,49.08
15267.0,51.03,44.46,42.51,54.59,45.29,,,,,,,,,47.12,,39.38,45.85,41.95,
18403.0,56.0,,48.94,47.52,,,,,,,,,,,,,,,
17728.0,47.1,,,,48.35,55.54,,,,,,,,,48.76,,53.63,,54.83
21957.0,49.4,,42.05,34.63,,38.39,,44.32,,,,,,,42.48,51.9,,,
21712.0,49.4,45.9,55.72,53.75,48.42,,42.87,48.84,,,,,,,53.53,,36.81,,
20969.0,38.22,44.29,36.79,39.89,48.13,39.05,47.38,42.88,,,,,,,47.1,42.65,43.67,,36.67
15084.0,40.29,56.87,,44.53,49.46,,53.78,55.65,,,,,,,,53.22,,40.39,50.7
15082.0,40.29,56.87,,,49.46,,53.78,55.65,,42.13,,,,,,,,,
8004.0,49.87,53.78,50.46,50.1,51.44,,49.92,48.17,58.84,50.14,46.01,,,48.92,53.87,49.4,55.61,57.15,52.03
8005.0,49.87,63.06,48.42,54.91,46.83,,,48.17,58.84,,46.01,,,48.92,53.87,47.72,,57.15,48.44
20186.0,43.89,41.43,,,,30.61,42.95,43.25,42.26,,44.97,33.01,,,,,,,
20187.0,43.89,,,,,,42.95,,42.26,,,,,,,,,,
21731.0,44.27,48.44,,51.58,,,,,,,,,,,,,,,
5333.0,55.29,,,,,,,,,,,,,,,,,46.22,
5531.0,55.29,,,,,,,,,,,,,,,,,46.22,
19011.0,56.41,,,,,,37.97,,,,43.2,,,,,,,,
18557.0,48.76,46.35,53.02,48.67,52.86,,64.28,54.32,55.88,55.99,53.48,,,,,52.17,,,57.65
13339.0,55.09,54.12,,52.93,56.17,,41.17,51.52,58.08,60.68,46.12,,,45.58,58.88,42.14,57.83,56.06,50.36
17228.0,55.09,54.12,,52.93,56.17,,41.17,51.52,58.08,60.68,44.04,,,49.24,,42.14,,,
20417.0,52.86,50.6,,60.83,,55.37,53.77,60.17,50.61,50.12,60.03,,,,,44.67,,,
18964.0,52.86,50.6,52.34,60.83,48.06,55.37,53.77,60.17,50.61,50.12,47.81,,,54.9,48.38,44.67,,,
17490.0,52.32,56.53,51.33,64.37,58.16,58.87,,59.37,48.79,53.88,,,,53.91,55.11,,,,
10875.0,52.32,56.53,51.33,64.37,58.16,58.87,46.28,59.37,48.79,53.88,60.03,,,53.91,55.11,49.86,,,
18254.0,54.05,53.51,57.0,51.42,48.45,,,,47.64,49.2,60.38,,,63.24,52.94,47.42,,,
16817.0,54.05,53.51,57.0,51.42,48.45,43.37,52.12,49.79,49.16,56.32,57.94,,,,51.33,47.61,,41.96,51.46
18676.0,48.34,48.97,48.95,44.37,61.53,,,,,,,,,,,52.12,,,
11195.0,48.34,48.97,48.95,44.37,61.53,,,,,,,,,,,,,,
4665.0,59.55,,,,,,52.71,,,,,,,,,,,,
10354.0,48.69,50.98,,58.09,,50.49,39.37,46.84,,,,,,,58.89,47.91,56.5,52.5,41.95
16147.0,49.54,51.31,,,,,,,,,,,,,,45.06,,,
1117.0,42.41,50.28,,,59.22,42.11,,,,,,,,,50.94,52.69,42.9,50.16,39.35
