,średnia_na_rozgrywce,średnia_na_obronie,Kokosy_na_Obronie,częściówka,końcówka,szlemik,Wpadka,liczba_rozdan_na_rozgrywce,liczba_rozdan_na_obronie,liczba_rozdan_Kokosy_na_Obronie,liczba_rozdan_częściówka,liczba_rozdan_końcówka,liczba_rozdan_szlemik,liczba_rozdan_Wpadka
1714,45.07,33.43,10.04,94.41,50.83,35.2,82.89,73,44,13,23,46,3,32
1715,45.07,33.43,10.04,94.41,50.83,35.2,82.89,73,44,13,23,46,3,32
1716,45.07,33.43,10.04,94.41,50.83,35.2,82.89,73,44,13,23,46,3,32
1717,18.25,36.11,79.52,56.13,35.2,53.74,16.54,63,52,16,25,41,3,30
1718,18.25,36.11,79.52,56.13,35.2,53.74,16.54,63,52,16,25,41,3,30
1719,18.25,36.11,79.52,56.13,35.2,53.74,16.54,63,52,16,25,41,3,30
1720,18.25,36.11,79.52,56.13,35.2,53.74,16.54,63,52,16,25,41,3,30
1721,16.66,60.01,82.09,70.11,31.83,53.74,34.28,46,40,14,14,32,3,23
1722,16.66,60.01,82.09,70.11,31.83,53.74,34.28,46,40,14,14,32,3,23
1723,16.66,60.01,82.09,70.11,31.83,53.74,34.28,46,40,14,14,32,3,23
1724,57.67,83.23,76.84,58.7,71.14,70.79,47.06,82,87,41,41,39,12,36
1725,57.67,83.23,76.84,58.7,71.14,70.79,47.06,82,87,41,41,39,12,36
1726,57.67,83.23,76.84,58.7,71.14,70.79,47.06,82,87,41,41,39,12,36
1727,57.67,83.23,76.84,58.7,71.14,70.79,47.06,82,87,41,41,39,12,36
1728,57.67,83.23,76.84,58.7,71.14,70.79,47.06,82,87,41,41,39,12,36
1729,57.67,83.23,76.84,58.7,71.14,70.79,47.06,82,87,41,41,39,12,36
1730,14.49,30.46,48.77,24.59,10.55,75.81,12.38,90,105,34,64,61,6,30
1731,14.49,30.46,48.77,24.59,10.55,75.81,12.38,90,105,34,64,61,6,30
1732,14.49,30.46,48.77,24.59,10.55,75.81,12.38,90,105,34,64,61,6,30
1733,14.49,30.46,48.77,24.59,10.55,75.81,12.38,90,105,34,64,61,6,30
1734,14.49,30.46,48.77,24.59,10.55,75.81,12.38,90,105,34,64,61,6,30
1735,14.49,30.46,48.77,24.59,10.55,75.81,12.38,90,105,34,64,61,6,30
1736,14.49,30.46,48.77,24.59,10.55,75.81,12.38,90,105,34,64,61,6,30
1737,17.4,30.58,47.97,30.12,8.9,69.31,9.81,120,156,55,81,88,10,42
1738,17.4,30.58,47.97,30.12,8.9,69.31,9.81,120,156,55,81,88,10,42
1739,17.4,30.58,47.97,30.12,8.9,69.31,9.81,120,156,55,81,88,10,42
1740,17.4,30.58,47.97,30.12,8.9,69.31,9.81,120,156,55,81,88,10,42
1741,17.4,30.58,47.97,30.12,8.9,69.31,9.81,120,156,55,81,88,10,42
1742,17.4,30.58,47.97,30.12,8.9,69.31,9.81,120,156,55,81,88,10,42
1743,17.4,30.58,47.97,30.12,8.9,69.31,9.81,120,156,55,81,88,10,42
1744,17.4,30.58,47.97,30.12,8.9,69.31,9.81,120,156,55,81,88,10,42
1745,17.4,30.58,47.97,30.12,8.9,69.31,9.81,120,156,55,81,88,10,42
1746,17.4,30.58,47.97,30.12,8.9,69.31,9.81,120,156,55,81,88,10,42
1747,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1748,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1749,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1750,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1751,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1752,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1753,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1754,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1755,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1756,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1757,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1758,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1759,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1760,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1761,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1762,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1763,30.86,59.38,82.37,47.86,24.87,30.75,21.45,203,263,99,130,133,19,85
1764,31.43,71.25,84.94,56.87,29.78,29.49,21.85,177,231,89,115,115,18,71
1765,31.43,71.25,84.94,56.87,29.78,29.49,21.85,177,231,89,115,115,18,71
1766,31.43,71.25,84.94,56.87,29.78,29.49,21.85,177,231,89,115,115,18,71
1767,31.43,71.25,84.94,56.87,29.78,29.49,21.85,177,231,89,115,115,18,71
1768,31.43,71.25,84.94,56.87,29.78,29.49,21.85,177,231,89,115,115,18,71
1769,31.43,71.25,84.94,56.87,29.78,29.49,21.85,177,231,89,115,115,18,71
1770,31.43,71.25,84.94,56.87,29.78,29.49,21.85,177,231,89,115,115,18,71
1771,31.43,71.25,84.94,56.87,29.78,29.49,21.85,177,231,89,115,115,18,71
1772,31.43,71.25,84.94,56.87,29.78,29.49,21.85,177,231,89,115,115,18,71
1773,31.43,71.25,84.94,56.87,29.78,29.49,21.85,177,231,89,115,115,18,71
1774,31.43,71.25,84.94,56.87,29.78,29.49,21.85,177,231,89,115,115,18,71
1775,31.43,71.25,84.94,56.87,29.78,29.49,21.85,177,231,89,115,115,18,71
1776,31.43,71.25,84.94,56.87,29.78,29.49,21.85,177,231,89,115,115,18,71
1777,31.43,71.25,84.94,56.87,29.78,29.49,21.85,177,231,89,115,115,18,71
1778,31.43,71.25,84.94,56.87,29.78,29.49,21.85,177,231,89,115,115,18,71
1779,48.43,57.39,71.08,34.06,55.56,34.63,63.26,69,74,29,42,41,2,29
1780,48.43,57.39,71.08,34.06,55.56,34.63,63.26,69,74,29,42,41,2,29
1781,48.43,57.39,71.08,34.06,55.56,34.63,63.26,69,74,29,42,41,2,29
1782,48.43,57.39,71.08,34.06,55.56,34.63,63.26,69,74,29,42,41,2,29
1783,48.43,57.39,71.08,34.06,55.56,34.63,63.26,69,74,29,42,41,2,29
1784,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1785,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1786,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1787,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1788,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1789,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1790,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1791,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1792,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1793,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1794,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1795,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1796,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1797,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1798,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1799,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1800,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1801,12.61,41.47,39.36,18.77,14.03,43.3,17.97,89,163,64,64,74,5,45
1802,13.18,9.01,12.21,3.08,35.6,2.85,20.42,59,80,26,38,45,3,27
1803,13.18,9.01,12.21,3.08,35.6,2.85,20.42,59,80,26,38,45,3,27
1804,13.18,9.01,12.21,3.08,35.6,2.85,20.42,59,80,26,38,45,3,27
1805,13.18,9.01,12.21,3.08,35.6,2.85,20.42,59,80,26,38,45,3,27
1806,13.18,9.01,12.21,3.08,35.6,2.85,20.42,59,80,26,38,45,3,27
1807,66.86,60.87,66.8,62.64,49.8,33.14,68.4,200,213,79,117,139,15,63
1808,66.86,60.87,66.8,62.64,49.8,33.14,68.4,200,213,79,117,139,15,63
1809,66.86,60.87,66.8,62.64,49.8,33.14,68.4,200,213,79,117,139,15,63
1810,66.86,60.87,66.8,62.64,49.8,33.14,68.4,200,213,79,117,139,15,63
1811,66.86,60.87,66.8,62.64,49.8,33.14,68.4,200,213,79,117,139,15,63
1812,66.86,60.87,66.8,62.64,49.8,33.14,68.4,200,213,79,117,139,15,63
1813,66.86,60.87,66.8,62.64,49.8,33.14,68.4,200,213,79,117,139,15,63
1814,66.86,60.87,66.8,62.64,49.8,33.14,68.4,200,213,79,117,139,15,63
1815,66.86,60.87,66.8,62.64,49.8,33.14,68.4,200,213,79,117,139,15,63
1816,66.86,60.87,66.8,62.64,49.8,33.14,68.4,200,213,79,117,139,15,63
1817,66.86,60.87,66.8,62.64,49.8,33.14,68.4,200,213,79,117,139,15,63
1818,66.86,60.87,66.8,62.64,49.8,33.14,68.4,200,213,79,117,139,15,63
1819,66.86,60.87,66.8,62.64,49.8,33.14,68.4,200,213,79,117,139,15,63
1820,66.86,60.87,66.8,62.64,49.8,33.14,68.4,200,213,79,117,139,15,63
1821,66.86,60.87,66.8,62.64,49.8,33.14,68.4,200,213,79,117,139,15,63
1822,79.69,61.95,85.11,50.54,87.51,19.74,50.83,54,58,22,29,36,3,22
1823,79.69,61.95,85.11,50.54,87.51,19.74,50.83,54,58,22,29,36,3,22
1824,79.69,61.95,85.11,50.54,87.51,19.74,50.83,54,58,22,29,36,3,22
1825,79.69,61.95,85.11,50.54,87.51,19.74,50.83,54,58,22,29,36,3,22
1826,48.26,80.95,64.92,85.97,73.53,79.69,38.85,173,144,53,83,99,10,72
1827,48.26,80.95,64.92,85.97,73.53,79.69,38.85,173,144,53,83,99,10,72
1828,48.26,80.95,64.92,85.97,73.53,79.69,38.85,173,144,53,83,99,10,72
1829,48.26,80.95,64.92,85.97,73.53,79.69,38.85,173,144,53,83,99,10,72
1830,48.26,80.95,64.92,85.97,73.53,79.69,38.85,173,144,53,83,99,10,72
1831,48.26,80.95,64.92,85.97,73.53,79.69,38.85,173,144,53,83,99,10,72
1832,48.26,80.95,64.92,85.97,73.53,79.69,38.85,173,144,53,83,99,10,72
1833,48.26,80.95,64.92,85.97,73.53,79.69,38.85,173,144,53,83,99,10,72
1834,48.26,80.95,64.92,85.97,73.53,79.69,38.85,173,144,53,83,99,10,72
1835,48.26,80.95,64.92,85.97,73.53,79.69,38.85,173,144,53,83,99,10,72
1836,48.26,80.95,64.92,85.97,73.53,79.69,38.85,173,144,53,83,99,10,72
1837,65.15,89.85,83.74,94.52,91.73,76.5,26.87,100,75,27,43,57,7,41
1838,65.15,89.85,83.74,94.52,91.73,76.5,26.87,100,75,27,43,57,7,41
1839,65.15,89.85,83.74,94.52,91.73,76.5,26.87,100,75,27,43,57,7,41
1840,65.15,89.85,83.74,94.52,91.73,76.5,26.87,100,75,27,43,57,7,41
1841,65.15,89.85,83.74,94.52,91.73,76.5,26.87,100,75,27,43,57,7,41
1842,65.15,89.85,83.74,94.52,91.73,76.5,26.87,100,75,27,43,57,7,41
1843,17.86,27.1,43.92,9.58,18.48,55.73,57.1,125,160,52,87,88,8,50
1844,17.86,27.1,43.92,9.58,18.48,55.73,57.1,125,160,52,87,88,8,50
1845,17.86,27.1,43.92,9.58,18.48,55.73,57.1,125,160,52,87,88,8,50
1846,17.86,27.1,43.92,9.58,18.48,55.73,57.1,125,160,52,87,88,8,50
1847,17.86,27.1,43.92,9.58,18.48,55.73,57.1,125,160,52,87,88,8,50
1848,17.86,27.1,43.92,9.58,18.48,55.73,57.1,125,160,52,87,88,8,50
1849,17.86,27.1,43.92,9.58,18.48,55.73,57.1,125,160,52,87,88,8,50
1850,17.86,27.1,43.92,9.58,18.48,55.73,57.1,125,160,52,87,88,8,50
1851,17.86,27.1,43.92,9.58,18.48,55.73,57.1,125,160,52,87,88,8,50
1852,17.86,27.1,43.92,9.58,18.48,55.73,57.1,125,160,52,87,88,8,50
1853,49.46,15.46,34.28,12.09,22.59,10.67,84.6,67,79,33,35,44,5,29
1854,49.46,15.46,34.28,12.09,22.59,10.67,84.6,67,79,33,35,44,5,29
1855,49.46,15.46,34.28,12.09,22.59,10.67,84.6,67,79,33,35,44,5,29
1856,49.46,15.46,34.28,12.09,22.59,10.67,84.6,67,79,33,35,44,5,29
1857,49.46,15.46,34.28,12.09,22.59,10.67,84.6,67,79,33,35,44,5,29
1858,81.29,86.99,90.3,78.44,81.12,73.7,50.71,178,180,74,87,117,18,62
1859,81.29,86.99,90.3,78.44,81.12,73.7,50.71,178,180,74,87,117,18,62
1860,81.29,86.99,90.3,78.44,81.12,73.7,50.71,178,180,74,87,117,18,62
1861,81.29,86.99,90.3,78.44,81.12,73.7,50.71,178,180,74,87,117,18,62
1862,81.29,86.99,90.3,78.44,81.12,73.7,50.71,178,180,74,87,117,18,62
1863,81.29,86.99,90.3,78.44,81.12,73.7,50.71,178,180,74,87,117,18,62
1864,81.29,86.99,90.3,78.44,81.12,73.7,50.71,178,180,74,87,117,18,62
1865,81.29,86.99,90.3,78.44,81.12,73.7,50.71,178,180,74,87,117,18,62
1866,81.29,86.99,90.3,78.44,81.12,73.7,50.71,178,180,74,87,117,18,62
1867,81.29,86.99,90.3,78.44,81.12,73.7,50.71,178,180,74,87,117,18,62
1868,81.29,86.99,90.3,78.44,81.12,73.7,50.71,178,180,74,87,117,18,62
1869,81.29,86.99,90.3,78.44,81.12,73.7,50.71,178,180,74,87,117,18,62
1870,81.29,86.99,90.3,78.44,81.12,73.7,50.71,178,180,74,87,117,18,62
1871,46.43,83.97,88.36,77.35,57.27,30.63,12.44,62,72,33,30,38,9,24
1872,46.43,83.97,88.36,77.35,57.27,30.63,12.44,62,72,33,30,38,9,24
1873,46.43,83.97,88.36,77.35,57.27,30.63,12.44,62,72,33,30,38,9,24
1874,46.43,83.97,88.36,77.35,57.27,30.63,12.44,62,72,33,30,38,9,24
1875,46.43,83.97,88.36,77.35,57.27,30.63,12.44,62,72,33,30,38,9,24
1876,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1877,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1878,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1879,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1880,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1881,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1882,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1883,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1884,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1885,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1886,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1887,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1888,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1889,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1890,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1891,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1892,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1893,52.08,72.22,63.89,76.27,58.76,68.34,21.28,248,248,103,127,152,19,95
1894,10.78,20.08,28.47,7.64,23.16,21.79,44.44,146,162,51,87,101,10,59
1895,10.78,20.08,28.47,7.64,23.16,21.79,44.44,146,162,51,87,101,10,59
1896,10.78,20.08,28.47,7.64,23.16,21.79,44.44,146,162,51,87,101,10,59
1897,10.78,20.08,28.47,7.64,23.16,21.79,44.44,146,162,51,87,101,10,59
1898,10.78,20.08,28.47,7.64,23.16,21.79,44.44,146,162,51,87,101,10,59
1899,10.78,20.08,28.47,7.64,23.16,21.79,44.44,146,162,51,87,101,10,59
1900,10.78,20.08,28.47,7.64,23.16,21.79,44.44,146,162,51,87,101,10,59
1901,10.78,20.08,28.47,7.64,23.16,21.79,44.44,146,162,51,87,101,10,59
1902,10.78,20.08,28.47,7.64,23.16,21.79,44.44,146,162,51,87,101,10,59
1903,10.78,20.08,28.47,7.64,23.16,21.79,44.44,146,162,51,87,101,10,59
1904,10.78,20.08,28.47,7.64,23.16,21.79,44.44,146,162,51,87,101,10,59
1905,27.61,40.84,50.94,26.41,38.11,62.69,22.25,123,146,48,77,88,8,48
1906,27.61,40.84,50.94,26.41,38.11,62.69,22.25,123,146,48,77,88,8,48
1907,27.61,40.84,50.94,26.41,38.11,62.69,22.25,123,146,48,77,88,8,48
1908,27.61,40.84,50.94,26.41,38.11,62.69,22.25,123,146,48,77,88,8,48
1909,27.61,40.84,50.94,26.41,38.11,62.69,22.25,123,146,48,77,88,8,48
1910,27.61,40.84,50.94,26.41,38.11,62.69,22.25,123,146,48,77,88,8,48
1911,27.61,40.84,50.94,26.41,38.11,62.69,22.25,123,146,48,77,88,8,48
1912,27.61,40.84,50.94,26.41,38.11,62.69,22.25,123,146,48,77,88,8,48
1913,27.61,40.84,50.94,26.41,38.11,62.69,22.25,123,146,48,77,88,8,48
1914,27.61,40.84,50.94,26.41,38.11,62.69,22.25,123,146,48,77,88,8,48
1915,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1916,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1917,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1918,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1919,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1920,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1921,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1922,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1923,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1924,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1925,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1926,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1927,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1928,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1929,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1930,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1931,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1932,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1933,54.54,53.45,58.59,55.56,48.43,46.95,78.44,251,259,84,146,165,20,95
1934,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1935,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1936,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1937,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1938,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1939,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1940,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1941,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1942,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1943,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1944,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1945,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1946,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1947,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1948,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1949,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1950,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1951,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1952,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1953,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1954,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1955,62.81,45.12,59.21,52.99,57.16,72.05,59.04,158,145,51,82,101,11,58
1956,51.06,40.05,52.48,38.45,22.42,69.25,48.37,90,125,46,58,69,8,34
1957,51.06,40.05,52.48,38.45,22.42,69.25,48.37,90,125,46,58,69,8,34
1958,51.06,40.05,52.48,38.45,22.42,69.25,48.37,90,125,46,58,69,8,34
1959,51.06,40.05,52.48,38.45,22.42,69.25,48.37,90,125,46,58,69,8,34
1960,51.06,40.05,52.48,38.45,22.42,69.25,48.37,90,125,46,58,69,8,34
1961,51.06,40.05,52.48,38.45,22.42,69.25,48.37,90,125,46,58,69,8,34
1962,51.06,40.05,52.48,38.45,22.42,69.25,48.37,90,125,46,58,69,8,34
1963,51.06,40.05,52.48,38.45,22.42,69.25,48.37,90,125,46,58,69,8,34
1964,81.75,44.95,39.02,34.11,33.49,78.04,91.67,68,98,41,46,46,6,27
1965,81.75,44.95,39.02,34.11,33.49,78.04,91.67,68,98,41,46,46,6,27
1966,81.75,44.95,39.02,34.11,33.49,78.04,91.67,68,98,41,46,46,6,27
1967,81.75,44.95,39.02,34.11,33.49,78.04,91.67,68,98,41,46,46,6,27
1968,81.75,44.95,39.02,34.11,33.49,78.04,91.67,68,98,41,46,46,6,27
1969,81.75,44.95,39.02,34.11,33.49,78.04,91.67,68,98,41,46,46,6,27
1970,34.51,14.66,78.27,4.79,5.53,95.38,95.21,38,44,13,26,25,2,16
1971,34.51,14.66,78.27,4.79,5.53,95.38,95.21,38,44,13,26,25,2,16
1972,34.51,14.66,78.27,4.79,5.53,95.38,95.21,38,44,13,26,25,2,16
1973,43.24,30.86,46.15,25.33,43.81,91.79,17.51,176,187,61,99,122,15,66
1974,43.24,30.86,46.15,25.33,43.81,91.79,17.51,176,187,61,99,122,15,66
1975,43.24,30.86,46.15,25.33,43.81,91.79,17.51,176,187,61,99,122,15,66
1976,43.24,30.86,46.15,25.33,43.81,91.79,17.51,176,187,61,99,122,15,66
1977,43.24,30.86,46.15,25.33,43.81,91.79,17.51,176,187,61,99,122,15,66
1978,43.24,30.86,46.15,25.33,43.81,91.79,17.51,176,187,61,99,122,15,66
1979,43.24,30.86,46.15,25.33,43.81,91.79,17.51,176,187,61,99,122,15,66
1980,43.24,30.86,46.15,25.33,43.81,91.79,17.51,176,187,61,99,122,15,66
1981,43.24,30.86,46.15,25.33,43.81,91.79,17.51,176,187,61,99,122,15,66
1982,43.24,30.86,46.15,25.33,43.81,91.79,17.51,176,187,61,99,122,15,66
1983,43.24,30.86,46.15,25.33,43.81,91.79,17.51,176,187,61,99,122,15,66
1984,43.24,30.86,46.15,25.33,43.81,91.79,17.51,176,187,61,99,122,15,66
1985,43.24,30.86,46.15,25.33,43.81,91.79,17.51,176,187,61,99,122,15,66
1986,95.49,79.29,74.16,83.06,88.93,68.74,94.24,186,169,65,105,121,12,52
1987,95.49,79.29,74.16,83.06,88.93,68.74,94.24,186,169,65,105,121,12,52
1988,95.49,79.29,74.16,83.06,88.93,68.74,94.24,186,169,65,105,121,12,52
1989,95.49,79.29,74.16,83.06,88.93,68.74,94.24,186,169,65,105,121,12,52
1990,95.49,79.29,74.16,83.06,88.93,68.74,94.24,186,169,65,105,121,12,52
1991,95.49,79.29,74.16,83.06,88.93,68.74,94.24,186,169,65,105,121,12,52
1992,95.49,79.29,74.16,83.06,88.93,68.74,94.24,186,169,65,105,121,12,52
1993,95.49,79.29,74.16,83.06,88.93,68.74,94.24,186,169,65,105,121,12,52
1994,95.49,79.29,74.16,83.06,88.93,68.74,94.24,186,169,65,105,121,12,52
1995,95.49,79.29,74.16,83.06,88.93,68.74,94.24,186,169,65,105,121,12,52
1996,95.49,79.29,74.16,83.06,88.93,68.74,94.24,186,169,65,105,121,12,52
1997,95.49,79.29,74.16,83.06,88.93,68.74,94.24,186,169,65,105,121,12,52
1998,95.49,79.29,74.16,83.06,88.93,68.74,94.24,186,169,65,105,121,12,52
1999,49.34,71.71,66.46,68.68,58.53,26.93,62.52,217,197,75,121,126,15,77
2000,49.34,71.71,66.46,68.68,58.53,26.93,62.52,217,197,75,121,126,15,77
2001,49.34,71.71,66.46,68.68,58.53,26.93,62.52,217,197,75,121,126,15,77
2002,49.34,71.71,66.46,68.68,58.53,26.93,62.52,217,197,75,121,126,15,77
2003,49.34,71.71,66.46,68.68,58.53,26.93,62.52,217,197,75,121,126,15,77
2004,49.34,71.71,66.46,68.68,58.53,26.93,62.52,217,197,75,121,126,15,77
2005,49.34,71.71,66.46,68.68,58.53,26.93,62.52,217,197,75,121,126,15,77
2006,49.34,71.71,66.46,68.68,58.53,26.93,62.52,217,197,75,121,126,15,77
2007,49.34,71.71,66.46,68.68,58.53,26.93,62.52,217,197,75,121,126,15,77
2008,49.34,71.71,66.46,68.68,58.53,26.93,62.52,217,197,75,121,126,15,77
2009,49.34,71.71,66.46,68.68,58.53,26.93,62.52,217,197,75,121,126,15,77
2010,49.34,71.71,66.46,68.68,58.53,26.93,62.52,217,197,75,121,126,15,77
2011,49.34,71.71,66.46,68.68,58.53,26.93,62.52,217,197,75,121,126,15,77
2012,49.34,71.71,66.46,68.68,58.53,26.93,62.52,217,197,75,121,126,15,77
2013,49.34,71.71,66.46,68.68,58.53,26.93,62.52,217,197,75,121,126,15,77
2014,90.36,90.76,92.7,71.82,89.28,69.82,90.3,95,97,36,43,72,10,31
2015,90.36,90.76,92.7,71.82,89.28,69.82,90.3,95,97,36,43,72,10,31
2016,90.36,90.76,92.7,71.82,89.28,69.82,90.3,95,97,36,43,72,10,31
2017,90.36,90.76,92.7,71.82,89.28,69.82,90.3,95,97,36,43,72,10,31
2018,90.36,90.76,92.7,71.82,89.28,69.82,90.3,95,97,36,43,72,10,31
2019,90.36,90.76,92.7,71.82,89.28,69.82,90.3,95,97,36,43,72,10,31
2020,90.36,90.76,92.7,71.82,89.28,69.82,90.3,95,97,36,43,72,10,31
