,średnia_na_rozgrywce,średnia_na_obronie,Kokosy_na_Obronie,częściówka,końcówka,szlemik,Wpadka,liczba_rozdan_na_rozgrywce,liczba_rozdan_na_obronie,liczba_rozdan_Kokosy_na_Obronie,liczba_rozdan_częściówka,liczba_rozdan_końcówka,liczba_rozdan_szlemik,liczba_rozdan_Wpadka
1407,40.44,74.39,44.55,78.95,59.5,68.17,13.75,134,118,51,66,73,12,50
1408,40.44,74.39,44.55,78.95,59.5,68.17,13.75,134,118,51,66,73,12,50
1409,40.44,74.39,44.55,78.95,59.5,68.17,13.75,134,118,51,66,73,12,50
1410,40.44,74.39,44.55,78.95,59.5,68.17,13.75,134,118,51,66,73,12,50
1411,40.44,74.39,44.55,78.95,59.5,68.17,13.75,134,118,51,66,73,12,50
1412,40.44,74.39,44.55,78.95,59.5,68.17,13.75,134,118,51,66,73,12,50
1413,40.44,74.39,44.55,78.95,59.5,68.17,13.75,134,118,51,66,73,12,50
1414,40.44,74.39,44.55,78.95,59.5,68.17,13.75,134,118,51,66,73,12,50
1415,27.95,28.92,64.4,33.77,23.9,2.8,10.15,40,48,20,28,21,4,15
1416,27.95,28.92,64.4,33.77,23.9,2.8,10.15,40,48,20,28,21,4,15
1417,27.95,28.92,64.4,33.77,23.9,2.8,10.15,40,48,20,28,21,4,15
1418,22.53,26.64,19.0,50.83,25.21,27.84,45.41,171,189,57,99,115,14,75
1419,22.53,26.64,19.0,50.83,25.21,27.84,45.41,171,189,57,99,115,14,75
1420,22.53,26.64,19.0,50.83,25.21,27.84,45.41,171,189,57,99,115,14,75
1421,22.53,26.64,19.0,50.83,25.21,27.84,45.41,171,189,57,99,115,14,75
1422,22.53,26.64,19.0,50.83,25.21,27.84,45.41,171,189,57,99,115,14,75
1423,22.53,26.64,19.0,50.83,25.21,27.84,45.41,171,189,57,99,115,14,75
1424,22.53,26.64,19.0,50.83,25.21,27.84,45.41,171,189,57,99,115,14,75
1425,22.53,26.64,19.0,50.83,25.21,27.84,45.41,171,189,57,99,115,14,75
1426,22.53,26.64,19.0,50.83,25.21,27.84,45.41,171,189,57,99,115,14,75
1427,22.53,26.64,19.0,50.83,25.21,27.84,45.41,171,189,57,99,115,14,75
1428,22.53,26.64,19.0,50.83,25.21,27.84,45.41,171,189,57,99,115,14,75
1429,22.53,26.64,19.0,50.83,25.21,27.84,45.41,171,189,57,99,115,14,75
1430,22.53,26.64,19.0,50.83,25.21,27.84,45.41,171,189,57,99,115,14,75
1431,16.94,54.36,69.99,47.46,30.29,16.83,38.39,145,158,53,70,105,11,64
1432,16.94,54.36,69.99,47.46,30.29,16.83,38.39,145,158,53,70,105,11,64
1433,16.94,54.36,69.99,47.46,30.29,16.83,38.39,145,158,53,70,105,11,64
1434,16.94,54.36,69.99,47.46,30.29,16.83,38.39,145,158,53,70,105,11,64
1435,16.94,54.36,69.99,47.46,30.29,16.83,38.39,145,158,53,70,105,11,64
1436,16.94,54.36,69.99,47.46,30.29,16.83,38.39,145,158,53,70,105,11,64
1437,16.94,54.36,69.99,47.46,30.29,16.83,38.39,145,158,53,70,105,11,64
1438,16.94,54.36,69.99,47.46,30.29,16.83,38.39,145,158,53,70,105,11,64
1439,16.94,54.36,69.99,47.46,30.29,16.83,38.39,145,158,53,70,105,11,64
1440,16.94,54.36,69.99,47.46,30.29,16.83,38.39,145,158,53,70,105,11,64
1441,16.94,54.36,69.99,47.46,30.29,16.83,38.39,145,158,53,70,105,11,64
1442,37.76,31.37,39.87,28.98,25.5,56.99,48.83,126,143,50,81,88,7,43
1443,37.76,31.37,39.87,28.98,25.5,56.99,48.83,126,143,50,81,88,7,43
1444,37.76,31.37,39.87,28.98,25.5,56.99,48.83,126,143,50,81,88,7,43
1445,37.76,31.37,39.87,28.98,25.5,56.99,48.83,126,143,50,81,88,7,43
1446,37.76,31.37,39.87,28.98,25.5,56.99,48.83,126,143,50,81,88,7,43
1447,37.76,31.37,39.87,28.98,25.5,56.99,48.83,126,143,50,81,88,7,43
1448,37.76,31.37,39.87,28.98,25.5,56.99,48.83,126,143,50,81,88,7,43
1449,37.76,31.37,39.87,28.98,25.5,56.99,48.83,126,143,50,81,88,7,43
1450,37.76,31.37,39.87,28.98,25.5,56.99,48.83,126,143,50,81,88,7,43
1451,37.76,31.37,39.87,28.98,25.5,56.99,48.83,126,143,50,81,88,7,43
1452,61.84,43.35,31.43,56.93,48.6,46.49,79.01,152,173,64,94,86,17,64
1453,61.84,43.35,31.43,56.93,48.6,46.49,79.01,152,173,64,94,86,17,64
1454,61.84,43.35,31.43,56.93,48.6,46.49,79.01,152,173,64,94,86,17,64
1455,61.84,43.35,31.43,56.93,48.6,46.49,79.01,152,173,64,94,86,17,64
1456,61.84,43.35,31.43,56.93,48.6,46.49,79.01,152,173,64,94,86,17,64
1457,61.84,43.35,31.43,56.93,48.6,46.49,79.01,152,173,64,94,86,17,64
1458,61.84,43.35,31.43,56.93,48.6,46.49,79.01,152,173,64,94,86,17,64
1459,61.84,43.35,31.43,56.93,48.6,46.49,79.01,152,173,64,94,86,17,64
1460,61.84,43.35,31.43,56.93,48.6,46.49,79.01,152,173,64,94,86,17,64
1461,61.84,43.35,31.43,56.93,48.6,46.49,79.01,152,173,64,94,86,17,64
1462,61.84,43.35,31.43,56.93,48.6,46.49,79.01,152,173,64,94,86,17,64
1463,61.84,43.35,31.43,56.93,48.6,46.49,79.01,152,173,64,94,86,17,64
1464,39.87,30.29,33.03,20.19,24.76,42.5,61.84,107,140,55,67,73,9,43
1465,39.87,30.29,33.03,20.19,24.76,42.5,61.84,107,140,55,67,73,9,43
1466,39.87,30.29,33.03,20.19,24.76,42.5,61.84,107,140,55,67,73,9,43
1467,39.87,30.29,33.03,20.19,24.76,42.5,61.84,107,140,55,67,73,9,43
1468,39.87,30.29,33.03,20.19,24.76,42.5,61.84,107,140,55,67,73,9,43
1469,39.87,30.29,33.03,20.19,24.76,42.5,61.84,107,140,55,67,73,9,43
1470,39.87,30.29,33.03,20.19,24.76,42.5,61.84,107,140,55,67,73,9,43
1471,39.87,30.29,33.03,20.19,24.76,42.5,61.84,107,140,55,67,73,9,43
1472,39.87,30.29,33.03,20.19,24.76,42.5,61.84,107,140,55,67,73,9,43
1473,82.09,45.98,73.13,58.19,72.96,14.6,76.55,43,40,14,23,30,2,14
1474,82.09,45.98,73.13,58.19,72.96,14.6,76.55,43,40,14,23,30,2,14
1475,82.09,45.98,73.13,58.19,72.96,14.6,76.55,43,40,14,23,30,2,14
1476,68.74,71.19,45.81,90.87,82.43,29.66,70.85,88,74,30,34,55,8,35
1477,68.74,71.19,45.81,90.87,82.43,29.66,70.85,88,74,30,34,55,8,35
1478,68.74,71.19,45.81,90.87,82.43,29.66,70.85,88,74,30,34,55,8,35
1479,68.74,71.19,45.81,90.87,82.43,29.66,70.85,88,74,30,34,55,8,35
1480,68.74,71.19,45.81,90.87,82.43,29.66,70.85,88,74,30,34,55,8,35
1481,68.74,71.19,45.81,90.87,82.43,29.66,70.85,88,74,30,34,55,8,35
1482,21.62,13.29,56.99,38.9,20.02,51.11,7.36,101,95,27,54,67,7,41
1483,21.62,13.29,56.99,38.9,20.02,51.11,7.36,101,95,27,54,67,7,41
1484,21.62,13.29,56.99,38.9,20.02,51.11,7.36,101,95,27,54,67,7,41
1485,21.62,13.29,56.99,38.9,20.02,51.11,7.36,101,95,27,54,67,7,41
1486,21.62,13.29,56.99,38.9,20.02,51.11,7.36,101,95,27,54,67,7,41
1487,21.62,13.29,56.99,38.9,20.02,51.11,7.36,101,95,27,54,67,7,41
1488,21.62,13.29,56.99,38.9,20.02,51.11,7.36,101,95,27,54,67,7,41
1489,35.54,78.27,77.92,86.31,62.18,93.61,25.96,152,94,37,51,73,13,72
1490,35.54,78.27,77.92,86.31,62.18,93.61,25.96,152,94,37,51,73,13,72
1491,35.54,78.27,77.92,86.31,62.18,93.61,25.96,152,94,37,51,73,13,72
1492,35.54,78.27,77.92,86.31,62.18,93.61,25.96,152,94,37,51,73,13,72
1493,35.54,78.27,77.92,86.31,62.18,93.61,25.96,152,94,37,51,73,13,72
1494,35.54,78.27,77.92,86.31,62.18,93.61,25.96,152,94,37,51,73,13,72
1495,35.54,78.27,77.92,86.31,62.18,93.61,25.96,152,94,37,51,73,13,72
1496,35.54,78.27,77.92,86.31,62.18,93.61,25.96,152,94,37,51,73,13,72
1497,35.54,78.27,77.92,86.31,62.18,93.61,25.96,152,94,37,51,73,13,72
1498,6.5,34.91,58.24,7.76,42.33,29.89,10.72,165,166,57,79,104,10,81
1499,6.5,34.91,58.24,7.76,42.33,29.89,10.72,165,166,57,79,104,10,81
1500,6.5,34.91,58.24,7.76,42.33,29.89,10.72,165,166,57,79,104,10,81
1501,6.5,34.91,58.24,7.76,42.33,29.89,10.72,165,166,57,79,104,10,81
1502,6.5,34.91,58.24,7.76,42.33,29.89,10.72,165,166,57,79,104,10,81
1503,6.5,34.91,58.24,7.76,42.33,29.89,10.72,165,166,57,79,104,10,81
1504,6.5,34.91,58.24,7.76,42.33,29.89,10.72,165,166,57,79,104,10,81
1505,6.5,34.91,58.24,7.76,42.33,29.89,10.72,165,166,57,79,104,10,81
1506,6.5,34.91,58.24,7.76,42.33,29.89,10.72,165,166,57,79,104,10,81
1507,6.5,34.91,58.24,7.76,42.33,29.89,10.72,165,166,57,79,104,10,81
1508,6.5,34.91,58.24,7.76,42.33,29.89,10.72,165,166,57,79,104,10,81
1509,6.5,34.91,58.24,7.76,42.33,29.89,10.72,165,166,57,79,104,10,81
1510,61.44,65.49,59.95,67.48,52.03,20.08,76.73,121,132,51,72,78,6,46
1511,61.44,65.49,59.95,67.48,52.03,20.08,76.73,121,132,51,72,78,6,46
1512,61.44,65.49,59.95,67.48,52.03,20.08,76.73,121,132,51,72,78,6,46
1513,61.44,65.49,59.95,67.48,52.03,20.08,76.73,121,132,51,72,78,6,46
1514,61.44,65.49,59.95,67.48,52.03,20.08,76.73,121,132,51,72,78,6,46
1515,61.44,65.49,59.95,67.48,52.03,20.08,76.73,121,132,51,72,78,6,46
1516,61.44,65.49,59.95,67.48,52.03,20.08,76.73,121,132,51,72,78,6,46
1517,61.44,65.49,59.95,67.48,52.03,20.08,76.73,121,132,51,72,78,6,46
1518,61.44,65.49,59.95,67.48,52.03,20.08,76.73,121,132,51,72,78,6,46
1519,62.98,64.97,78.44,52.82,60.24,25.61,26.41,82,85,34,47,56,7,23
1520,62.98,64.97,78.44,52.82,60.24,25.61,26.41,82,85,34,47,56,7,23
1521,62.98,64.97,78.44,52.82,60.24,25.61,26.41,82,85,34,47,56,7,23
1522,62.98,64.97,78.44,52.82,60.24,25.61,26.41,82,85,34,47,56,7,23
1523,62.98,64.97,78.44,52.82,60.24,25.61,26.41,82,85,34,47,56,7,23
1524,62.98,64.97,78.44,52.82,60.24,25.61,26.41,82,85,34,47,56,7,23
1525,15.8,5.48,9.64,12.15,10.61,66.29,23.9,116,112,37,63,75,6,47
1526,15.8,5.48,9.64,12.15,10.61,66.29,23.9,116,112,37,63,75,6,47
1527,15.8,5.48,9.64,12.15,10.61,66.29,23.9,116,112,37,63,75,6,47
1528,15.8,5.48,9.64,12.15,10.61,66.29,23.9,116,112,37,63,75,6,47
1529,15.8,5.48,9.64,12.15,10.61,66.29,23.9,116,112,37,63,75,6,47
1530,15.8,5.48,9.64,12.15,10.61,66.29,23.9,116,112,37,63,75,6,47
1531,15.8,5.48,9.64,12.15,10.61,66.29,23.9,116,112,37,63,75,6,47
1532,15.8,5.48,9.64,12.15,10.61,66.29,23.9,116,112,37,63,75,6,47
1533,50.09,8.39,29.32,18.2,20.25,95.32,15.06,41,45,15,22,33,2,14
1534,50.09,8.39,29.32,18.2,20.25,95.32,15.06,41,45,15,22,33,2,14
1535,50.09,8.39,29.32,18.2,20.25,95.32,15.06,41,45,15,22,33,2,14
1536,47.97,41.99,49.23,42.16,58.47,3.14,87.05,42,46,13,32,24,2,17
1537,47.97,41.99,49.23,42.16,58.47,3.14,87.05,42,46,13,32,24,2,17
1538,47.97,41.99,49.23,42.16,58.47,3.14,87.05,42,46,13,32,24,2,17
1539,54.48,17.51,13.41,85.62,8.61,44.15,12.84,39,45,15,29,25,3,12
1540,54.48,17.51,13.41,85.62,8.61,44.15,12.84,39,45,15,29,25,3,12
1541,54.48,17.51,13.41,85.62,8.61,44.15,12.84,39,45,15,29,25,3,12
1542,86.2,76.84,83.57,72.28,78.44,74.5,87.34,181,158,57,105,107,14,56
1543,86.2,76.84,83.57,72.28,78.44,74.5,87.34,181,158,57,105,107,14,56
1544,86.2,76.84,83.57,72.28,78.44,74.5,87.34,181,158,57,105,107,14,56
1545,86.2,76.84,83.57,72.28,78.44,74.5,87.34,181,158,57,105,107,14,56
1546,86.2,76.84,83.57,72.28,78.44,74.5,87.34,181,158,57,105,107,14,56
1547,86.2,76.84,83.57,72.28,78.44,74.5,87.34,181,158,57,105,107,14,56
1548,86.2,76.84,83.57,72.28,78.44,74.5,87.34,181,158,57,105,107,14,56
1549,86.2,76.84,83.57,72.28,78.44,74.5,87.34,181,158,57,105,107,14,56
1550,86.2,76.84,83.57,72.28,78.44,74.5,87.34,181,158,57,105,107,14,56
1551,86.2,76.84,83.57,72.28,78.44,74.5,87.34,181,158,57,105,107,14,56
1552,86.2,76.84,83.57,72.28,78.44,74.5,87.34,181,158,57,105,107,14,56
1553,86.2,76.84,83.57,72.28,78.44,74.5,87.34,181,158,57,105,107,14,56
1554,71.82,81.12,78.61,70.39,75.53,79.41,66.17,217,205,77,124,131,14,76
1555,71.82,81.12,78.61,70.39,75.53,79.41,66.17,217,205,77,124,131,14,76
1556,71.82,81.12,78.61,70.39,75.53,79.41,66.17,217,205,77,124,131,14,76
1557,71.82,81.12,78.61,70.39,75.53,79.41,66.17,217,205,77,124,131,14,76
1558,71.82,81.12,78.61,70.39,75.53,79.41,66.17,217,205,77,124,131,14,76
1559,71.82,81.12,78.61,70.39,75.53,79.41,66.17,217,205,77,124,131,14,76
1560,71.82,81.12,78.61,70.39,75.53,79.41,66.17,217,205,77,124,131,14,76
1561,71.82,81.12,78.61,70.39,75.53,79.41,66.17,217,205,77,124,131,14,76
1562,71.82,81.12,78.61,70.39,75.53,79.41,66.17,217,205,77,124,131,14,76
1563,71.82,81.12,78.61,70.39,75.53,79.41,66.17,217,205,77,124,131,14,76
1564,71.82,81.12,78.61,70.39,75.53,79.41,66.17,217,205,77,124,131,14,76
1565,71.82,81.12,78.61,70.39,75.53,79.41,66.17,217,205,77,124,131,14,76
1566,71.82,81.12,78.61,70.39,75.53,79.41,66.17,217,205,77,124,131,14,76
1567,71.82,81.12,78.61,70.39,75.53,79.41,66.17,217,205,77,124,131,14,76
1568,71.82,81.12,78.61,70.39,75.53,79.41,66.17,217,205,77,124,131,14,76
1569,73.19,63.89,77.81,70.74,56.53,62.12,76.21,157,153,55,82,104,10,59
1570,73.19,63.89,77.81,70.74,56.53,62.12,76.21,157,153,55,82,104,10,59
1571,73.19,63.89,77.81,70.74,56.53,62.12,76.21,157,153,55,82,104,10,59
1572,73.19,63.89,77.81,70.74,56.53,62.12,76.21,157,153,55,82,104,10,59
1573,73.19,63.89,77.81,70.74,56.53,62.12,76.21,157,153,55,82,104,10,59
1574,73.19,63.89,77.81,70.74,56.53,62.12,76.21,157,153,55,82,104,10,59
1575,73.19,63.89,77.81,70.74,56.53,62.12,76.21,157,153,55,82,104,10,59
1576,73.19,63.89,77.81,70.74,56.53,62.12,76.21,157,153,55,82,104,10,59
1577,73.19,63.89,77.81,70.74,56.53,62.12,76.21,157,153,55,82,104,10,59
1578,73.19,63.89,77.81,70.74,56.53,62.12,76.21,157,153,55,82,104,10,59
1579,73.19,63.89,77.81,70.74,56.53,62.12,76.21,157,153,55,82,104,10,59
1580,78.32,88.71,66.0,84.83,84.37,49.12,62.46,160,122,56,85,89,8,44
1581,78.32,88.71,66.0,84.83,84.37,49.12,62.46,160,122,56,85,89,8,44
1582,78.32,88.71,66.0,84.83,84.37,49.12,62.46,160,122,56,85,89,8,44
1583,78.32,88.71,66.0,84.83,84.37,49.12,62.46,160,122,56,85,89,8,44
1584,78.32,88.71,66.0,84.83,84.37,49.12,62.46,160,122,56,85,89,8,44
1585,78.32,88.71,66.0,84.83,84.37,49.12,62.46,160,122,56,85,89,8,44
1586,78.32,88.71,66.0,84.83,84.37,49.12,62.46,160,122,56,85,89,8,44
1587,78.32,88.71,66.0,84.83,84.37,49.12,62.46,160,122,56,85,89,8,44
1588,78.32,88.71,66.0,84.83,84.37,49.12,62.46,160,122,56,85,89,8,44
1589,78.32,88.71,66.0,84.83,84.37,49.12,62.46,160,122,56,85,89,8,44
1590,72.1,78.55,61.84,84.03,78.27,57.05,53.11,220,175,69,119,126,13,68
1591,72.1,78.55,61.84,84.03,78.27,57.05,53.11,220,175,69,119,126,13,68
1592,72.1,78.55,61.84,84.03,78.27,57.05,53.11,220,175,69,119,126,13,68
1593,72.1,78.55,61.84,84.03,78.27,57.05,53.11,220,175,69,119,126,13,68
1594,72.1,78.55,61.84,84.03,78.27,57.05,53.11,220,175,69,119,126,13,68
1595,72.1,78.55,61.84,84.03,78.27,57.05,53.11,220,175,69,119,126,13,68
1596,72.1,78.55,61.84,84.03,78.27,57.05,53.11,220,175,69,119,126,13,68
1597,72.1,78.55,61.84,84.03,78.27,57.05,53.11,220,175,69,119,126,13,68
1598,72.1,78.55,61.84,84.03,78.27,57.05,53.11,220,175,69,119,126,13,68
1599,72.1,78.55,61.84,84.03,78.27,57.05,53.11,220,175,69,119,126,13,68
1600,72.1,78.55,61.84,84.03,78.27,57.05,53.11,220,175,69,119,126,13,68
1601,72.1,78.55,61.84,84.03,78.27,57.05,53.11,220,175,69,119,126,13,68
1602,72.1,78.55,61.84,84.03,78.27,57.05,53.11,220,175,69,119,126,13,68
1603,72.1,78.55,61.84,84.03,78.27,57.05,53.11,220,175,69,119,126,13,68
1604,95.44,70.17,56.25,94.58,92.7,85.74,81.57,188,126,49,66,126,17,56
1605,95.44,70.17,56.25,94.58,92.7,85.74,81.57,188,126,49,66,126,17,56
1606,95.44,70.17,56.25,94.58,92.7,85.74,81.57,188,126,49,66,126,17,56
1607,95.44,70.17,56.25,94.58,92.7,85.74,81.57,188,126,49,66,126,17,56
1608,95.44,70.17,56.25,94.58,92.7,85.74,81.57,188,126,49,66,126,17,56
1609,95.44,70.17,56.25,94.58,92.7,85.74,81.57,188,126,49,66,126,17,56
1610,95.44,70.17,56.25,94.58,92.7,85.74,81.57,188,126,49,66,126,17,56
1611,95.44,70.17,56.25,94.58,92.7,85.74,81.57,188,126,49,66,126,17,56
1612,95.44,70.17,56.25,94.58,92.7,85.74,81.57,188,126,49,66,126,17,56
1613,95.44,70.17,56.25,94.58,92.7,85.74,81.57,188,126,49,66,126,17,56
1614,95.44,70.17,56.25,94.58,92.7,85.74,81.57,188,126,49,66,126,17,56
1615,91.44,80.38,68.11,84.77,91.44,84.48,81.86,229,169,70,88,146,20,74
1616,91.44,80.38,68.11,84.77,91.44,84.48,81.86,229,169,70,88,146,20,74
1617,91.44,80.38,68.11,84.77,91.44,84.48,81.86,229,169,70,88,146,20,74
1618,91.44,80.38,68.11,84.77,91.44,84.48,81.86,229,169,70,88,146,20,74
1619,91.44,80.38,68.11,84.77,91.44,84.48,81.86,229,169,70,88,146,20,74
1620,91.44,80.38,68.11,84.77,91.44,84.48,81.86,229,169,70,88,146,20,74
1621,91.44,80.38,68.11,84.77,91.44,84.48,81.86,229,169,70,88,146,20,74
1622,91.44,80.38,68.11,84.77,91.44,84.48,81.86,229,169,70,88,146,20,74
1623,91.44,80.38,68.11,84.77,91.44,84.48,81.86,229,169,70,88,146,20,74
1624,91.44,80.38,68.11,84.77,91.44,84.48,81.86,229,169,70,88,146,20,74
1625,91.44,80.38,68.11,84.77,91.44,84.48,81.86,229,169,70,88,146,20,74
1626,91.44,80.38,68.11,84.77,91.44,84.48,81.86,229,169,70,88,146,20,74
1627,91.44,80.38,68.11,84.77,91.44,84.48,81.86,229,169,70,88,146,20,74
1628,91.44,80.38,68.11,84.77,91.44,84.48,81.86,229,169,70,88,146,20,74
1629,75.3,87.79,79.29,74.73,73.25,24.76,69.77,152,162,64,92,111,5,42
1630,75.3,87.79,79.29,74.73,73.25,24.76,69.77,152,162,64,92,111,5,42
1631,75.3,87.79,79.29,74.73,73.25,24.76,69.77,152,162,64,92,111,5,42
1632,75.3,87.79,79.29,74.73,73.25,24.76,69.77,152,162,64,92,111,5,42
1633,75.3,87.79,79.29,74.73,73.25,24.76,69.77,152,162,64,92,111,5,42
1634,75.3,87.79,79.29,74.73,73.25,24.76,69.77,152,162,64,92,111,5,42
1635,75.3,87.79,79.29,74.73,73.25,24.76,69.77,152,162,64,92,111,5,42
1636,75.3,87.79,79.29,74.73,73.25,24.76,69.77,152,162,64,92,111,5,42
1637,75.3,87.79,79.29,74.73,73.25,24.76,69.77,152,162,64,92,111,5,42
1638,75.3,87.79,79.29,74.73,73.25,24.76,69.77,152,162,64,92,111,5,42
1639,75.3,87.79,79.29,74.73,73.25,24.76,69.77,152,162,64,92,111,5,42
1640,50.48,82.26,56.65,68.23,68.68,28.98,72.39,222,203,78,127,136,11,73
1641,50.48,82.26,56.65,68.23,68.68,28.98,72.39,222,203,78,127,136,11,73
1642,50.48,82.26,56.65,68.23,68.68,28.98,72.39,222,203,78,127,136,11,73
1643,50.48,82.26,56.65,68.23,68.68,28.98,72.39,222,203,78,127,136,11,73
1644,50.48,82.26,56.65,68.23,68.68,28.98,72.39,222,203,78,127,136,11,73
1645,50.48,82.26,56.65,68.23,68.68,28.98,72.39,222,203,78,127,136,11,73
1646,50.48,82.26,56.65,68.23,68.68,28.98,72.39,222,203,78,127,136,11,73
1647,50.48,82.26,56.65,68.23,68.68,28.98,72.39,222,203,78,127,136,11,73
1648,50.48,82.26,56.65,68.23,68.68,28.98,72.39,222,203,78,127,136,11,73
1649,50.48,82.26,56.65,68.23,68.68,28.98,72.39,222,203,78,127,136,11,73
1650,50.48,82.26,56.65,68.23,68.68,28.98,72.39,222,203,78,127,136,11,73
1651,50.48,82.26,56.65,68.23,68.68,28.98,72.39,222,203,78,127,136,11,73
1652,50.48,82.26,56.65,68.23,68.68,28.98,72.39,222,203,78,127,136,11,73
1653,50.48,82.26,56.65,68.23,68.68,28.98,72.39,222,203,78,127,136,11,73
1654,50.48,82.26,56.65,68.23,68.68,28.98,72.39,222,203,78,127,136,11,73
1655,80.89,65.94,52.2,62.46,86.88,32.8,77.01,90,80,35,43,55,5,32
1656,80.89,65.94,52.2,62.46,86.88,32.8,77.01,90,80,35,43,55,5,32
1657,80.89,65.94,52.2,62.46,86.88,32.8,77.01,90,80,35,43,55,5,32
1658,80.89,65.94,52.2,62.46,86.88,32.8,77.01,90,80,35,43,55,5,32
1659,80.89,65.94,52.2,62.46,86.88,32.8,77.01,90,80,35,43,55,5,32
1660,80.89,65.94,52.2,62.46,86.88,32.8,77.01,90,80,35,43,55,5,32
1661,83.17,59.1,49.06,38.56,88.76,32.8,50.14,70,71,31,35,49,5,21
1662,83.17,59.1,49.06,38.56,88.76,32.8,50.14,70,71,31,35,49,5,21
1663,83.17,59.1,49.06,38.56,88.76,32.8,50.14,70,71,31,35,49,5,21
1664,83.17,59.1,49.06,38.56,88.76,32.8,50.14,70,71,31,35,49,5,21
1665,83.17,59.1,49.06,38.56,88.76,32.8,50.14,70,71,31,35,49,5,21
1666,54.02,68.68,60.41,59.44,46.32,58.76,63.55,157,140,61,91,86,7,52
1667,54.02,68.68,60.41,59.44,46.32,58.76,63.55,157,140,61,91,86,7,52
1668,54.02,68.68,60.41,59.44,46.32,58.76,63.55,157,140,61,91,86,7,52
1669,54.02,68.68,60.41,59.44,46.32,58.76,63.55,157,140,61,91,86,7,52
1670,54.02,68.68,60.41,59.44,46.32,58.76,63.55,157,140,61,91,86,7,52
1671,54.02,68.68,60.41,59.44,46.32,58.76,63.55,157,140,61,91,86,7,52
1672,54.02,68.68,60.41,59.44,46.32,58.76,63.55,157,140,61,91,86,7,52
1673,54.02,68.68,60.41,59.44,46.32,58.76,63.55,157,140,61,91,86,7,52
1674,54.02,68.68,60.41,59.44,46.32,58.76,63.55,157,140,61,91,86,7,52
1675,54.02,68.68,60.41,59.44,46.32,58.76,63.55,157,140,61,91,86,7,52
1676,54.02,68.68,60.41,59.44,46.32,58.76,63.55,157,140,61,91,86,7,52
1677,35.48,61.44,67.83,13.41,22.3,9.36,86.02,30,56,23,30,17,1,15
1678,35.48,61.44,67.83,13.41,22.3,9.36,86.02,30,56,23,30,17,1,15
1679,35.48,61.44,67.83,13.41,22.3,9.36,86.02,30,56,23,30,17,1,15
1680,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1681,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1682,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1683,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1684,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1685,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1686,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1687,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1688,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1689,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1690,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1691,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1692,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1693,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1694,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1695,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1696,25.67,34.51,41.47,14.6,37.08,39.3,39.7,221,229,87,135,131,18,79
1697,7.36,10.33,30.8,26.35,7.02,78.55,23.5,46,41,12,20,33,2,20
1698,7.36,10.33,30.8,26.35,7.02,78.55,23.5,46,41,12,20,33,2,20
1699,7.36,10.33,30.8,26.35,7.02,78.55,23.5,46,41,12,20,33,2,20
1700,53.39,36.51,19.68,83.74,65.37,35.88,78.61,210,143,49,82,117,12,93
1701,53.39,36.51,19.68,83.74,65.37,35.88,78.61,210,143,49,82,117,12,93
1702,53.39,36.51,19.68,83.74,65.37,35.88,78.61,210,143,49,82,117,12,93
1703,53.39,36.51,19.68,83.74,65.37,35.88,78.61,210,143,49,82,117,12,93
1704,53.39,36.51,19.68,83.74,65.37,35.88,78.61,210,143,49,82,117,12,93
1705,53.39,36.51,19.68,83.74,65.37,35.88,78.61,210,143,49,82,117,12,93
1706,53.39,36.51,19.68,83.74,65.37,35.88,78.61,210,143,49,82,117,12,93
1707,53.39,36.51,19.68,83.74,65.37,35.88,78.61,210,143,49,82,117,12,93
1708,53.39,36.51,19.68,83.74,65.37,35.88,78.61,210,143,49,82,117,12,93
1709,53.39,36.51,19.68,83.74,65.37,35.88,78.61,210,143,49,82,117,12,93
1710,53.39,36.51,19.68,83.74,65.37,35.88,78.61,210,143,49,82,117,12,93
1711,53.39,36.51,19.68,83.74,65.37,35.88,78.61,210,143,49,82,117,12,93
1712,53.39,36.51,19.68,83.74,65.37,35.88,78.61,210,143,49,82,117,12,93
1713,45.07,33.43,10.04,94.41,50.83,35.2,82.89,73,44,13,23,46,3,32
